song,genre,percentage
192,1,1.165595670065476
193,1,1.1632599527835508
194,1,1.167443959681059
195,1,1.170997594114065
196,1,1.1791044776119404
197,1,1.2107064432530812
198,1,1.208456243854474
199,1,1.2436476429219379
200,1,1.2395893860158822
201,1,1.2391944752982083
202,1,1.2386107526053205
203,1,1.2374835594212916
204,1,1.2344616561484032
205,1,1.2333380769413216
206,1,1.2294579636631058
207,1,1.2314599986849397
208,1,1.2307462100311428
209,1,1.2327604696052743
210,1,1.2319393049073024
211,1,1.22980825370935
212,1,1.2316223884446738
213,1,1.228789839312098
214,1,1.2242479489516864
215,1,1.2217874868673695
216,1,1.2172487115724222
217,1,1.2131047591722555
218,1,1.2089194558526135
219,1,1.2073737624640715
220,1,1.2067592674511192
221,1,1.2036408814951227
222,1,1.204617701187887
223,1,1.2055295970715312
224,1,1.2074257120997598
225,1,1.2072840937028062
226,1,1.203345247354301
227,1,1.2033893867862784
228,1,1.1981079769907825
229,1,1.1928754758582674
230,1,1.1913122419965398
231,1,1.1892600538018865
232,1,1.1885471898197242
233,1,1.1892804389111626
234,1,1.1879004217846287
235,1,1.1850921273031825
236,1,1.1839108270689238
237,1,1.1785195936139332
238,1,1.1760430775329522
239,1,1.1740394035945694
240,1,1.1709909141601338
241,1,1.1678236014699879
242,1,1.1620264052648235
243,1,1.1611147997603277
244,1,1.1561438255800849
245,1,1.1542035114699474
246,1,1.1551655364978062
247,1,1.1519089912454916
248,1,1.1497438415063863
249,1,1.1490528611732351
250,1,1.1469082315872392
251,1,1.1499305332066971
252,1,1.1494702577505127
253,1,1.1521079047403464
254,1,1.149702461981253
255,1,1.147091193749903
256,1,1.1441841804771162
257,1,1.1388910192499424
258,1,1.1389260462449837
259,1,1.1358449225525697
260,1,1.13268118356098
261,1,1.1302800440349263
262,1,1.1287223823246877
263,1,1.1282949129462114
264,1,1.1265546080559845
265,1,1.1237874533921595
266,1,1.123770297499111
267,1,1.1236203905356024
268,1,1.123182276227814
269,1,1.1203723353652737
270,1,1.1214571651487864
271,1,1.1199860455989128
272,1,1.1175649381180062
273,1,1.116105247209737
274,1,1.1162562924447454
275,1,1.1170415280840762
276,1,1.1152576123315832
277,1,1.115281424820185
278,1,1.1141168932868228
279,1,1.112972374435706
280,1,1.1086631076462448
281,1,1.1063799838125066
282,1,1.1041662282270908
283,1,1.1013970130895725
284,1,1.0980141113600623
285,1,1.0960576609574548
286,1,1.0988403433357752
287,1,1.0957470971649608
288,1,1.0933009595533516
289,1,1.0911302113936676
290,1,1.091263087668659
291,1,1.0911485917596893
292,1,1.0893599756567605
293,1,1.0901402570818717
294,1,1.0872991917362578
295,1,1.0901279511751163
296,1,1.092419051681619
297,1,1.0909453530115676
298,1,1.0879491760968831
299,1,1.0879246303761223
300,1,1.0879658594732717
301,1,1.0887970072848985
302,1,1.0901708369509162
303,1,1.0883645240032547
304,1,1.0881864206231695
305,1,1.0959539957193327
306,1,1.0946041546080134
307,1,1.0959343337180967
308,1,1.1000319590923617
309,1,1.1048104491876394
310,1,1.1023272057656286
311,1,1.1005572441742655
312,1,1.0986100249741428
313,1,1.099087763447625
314,1,1.098128347282305
315,1,1.0986878349276306
316,1,1.0975556430101885
317,1,1.110322323519155
318,1,1.1085854821881056
319,1,1.1088260072352445
320,1,1.1197648061565446
321,1,1.1190923944877762
322,1,1.1186177871303578
323,1,1.1174762229303665
324,1,1.1164147278509322
325,1,1.1144443969230582
326,1,1.1138289241730155
327,1,1.1143484528682917
328,1,1.1129181028205253
329,1,1.1126994318388312
330,1,1.1248431012841555
331,1,1.1242382638437267
332,1,1.1256144905587806
333,1,1.1250517523806096
334,1,1.1244162375763382
335,1,1.1234880719032365
336,1,1.122871496247151
337,1,1.1231467184919788
338,1,1.1235888188629615
339,1,1.1226882773770297
340,1,1.1221102548903379
341,1,1.1210828654759721
342,1,1.1195505273159707
343,1,1.1200489947825267
344,1,1.11938762912054
345,1,1.1330000175840664
346,1,1.1319916270040813
347,1,1.1309089848648333
348,1,1.1296837351150637
349,1,1.1299927885174588
350,1,1.1314186248912097
351,1,1.1323293964777132
352,1,1.13000231320842
353,1,1.1277090095647713
354,1,1.1266085178953897
355,1,1.1302765314531635
356,1,1.129714517316771
357,1,1.1291681851311952
358,1,1.1286630426756186
359,1,1.130867186748658
360,1,1.1296660117878194
361,1,1.1295358982741321
362,1,1.127637806783815
363,1,1.126292881021292
364,1,1.1256846514857917
365,1,1.1263842227948861
366,1,1.125274627231869
367,1,1.126361995588137
368,1,1.1240884830914655
369,1,1.1230103547427381
370,1,1.1228683478347448
371,1,1.1195900713518279
372,1,1.1187872654067017
373,1,1.1181153337612675
374,1,1.1148698498751237
375,1,1.1130785365986542
376,1,1.1128516415377587
377,1,1.113354829604056
378,1,1.1121157813236018
379,1,1.1136602877270643
380,1,1.112145359066379
381,1,1.1105328948427282
382,1,1.1209635152046722
383,1,1.119488599678774
384,1,1.119077505691126
385,1,1.1182727248614095
386,1,1.1192232146166106
387,1,1.1387562333447665
388,1,1.1379014380420303
389,1,1.1368944829649537
390,1,1.137351416452846
391,1,1.1461228242472365
392,1,1.15780646975797
393,1,1.1574555745141288
394,1,1.16126489183484
395,1,1.1620086296989953
396,1,1.1601023862604243
397,1,1.1584323578474782
398,1,1.157287261103945
399,1,1.155290513297368
400,1,1.1539031784741074
401,1,1.153714603678614
402,1,1.1519822443037202
403,1,1.1515857736346133
404,1,1.1495704901465387
405,1,1.155293666569131
406,1,1.157456312437751
407,1,1.1578905121207257
408,1,1.1560722557666043
409,1,1.155524053867886
410,1,1.1545964884341282
411,1,1.1536225835780185
412,1,1.153617443012884
413,1,1.152523928474266
414,1,1.1533068704702096
415,1,1.1522974484842212
416,1,1.1517448442191267
417,1,1.1546039217227673
418,1,1.1541874843713993
419,1,1.1514307357720597
420,1,1.1485686730086362
421,1,1.1516119169752352
422,1,1.1676501886427397
423,1,1.1655225313451267
424,1,1.1627627396575186
425,1,1.1604543994168957
426,1,1.1628518810839252
427,1,1.177659265190184
428,1,1.1760621653239998
429,1,1.1785836145126436
430,1,1.1806520526708826
431,1,1.1797713073205234
432,1,1.1808229094686766
433,1,1.1815030745345985
434,1,1.1820894963840316
435,1,1.1814405078653782
436,1,1.1802420125153181
437,1,1.1788723748581633
438,1,1.177856847945593
439,1,1.1785268877525001
440,1,1.1775910933981848
441,1,1.1758898750761169
442,1,1.174213318486958
443,1,1.1728454590124036
444,1,1.1786216725246423
445,1,1.176518984738163
446,1,1.1829681746928657
447,1,1.1843670811345945
448,1,1.1863777201978656
449,1,1.1875441424147486
450,1,1.1862583828925723
451,1,1.1875519271755228
452,1,1.1897685310276502
453,1,1.187878787878788
454,1,1.1893947868889139
455,1,1.187197900534239
456,1,1.1853764973059626
457,1,1.1821138716447979
458,1,1.1786915904378314
459,1,1.1794294791184063
460,1,1.1788632201718552
461,1,1.1764550949724104
462,1,1.174399663706584
463,1,1.1728233342066197
464,1,1.1717949947053516
465,1,1.171779887996104
466,1,1.169339628776941
467,1,1.1666356889374927
468,1,1.1639427591732647
469,1,1.1628757090574429
470,1,1.1625163545889368
471,1,1.1596086748306766
472,1,1.1588287034269562
473,1,1.1574606582658111
474,1,1.157974776030007
475,1,1.1567132570944514
476,1,1.1580482238329706
477,1,1.1578357281045972
478,1,1.1575046636304052
479,1,1.1556647272849214
480,1,1.1560669421002792
481,1,1.154206310720198
482,1,1.1541931926412352
483,1,1.153014052098227
484,1,1.1533910028834775
485,1,1.1504516664936144
486,1,1.1488017095362137
487,1,1.1479286027265887
488,1,1.147926552506705
489,1,1.1479003230272267
490,1,1.1514450676751755
491,1,1.1527235557088142
492,1,1.1523666576445788
493,1,1.1546606264412778
494,1,1.1543775599466959
495,1,1.1542685889505424
496,1,1.1537473338200088
497,1,1.152795253627172
498,1,1.1527389239476937
499,1,1.1510855584813948
500,1,1.1517326682482714
501,1,1.1515537060823267
502,1,1.151514906125622
503,1,1.151899399976533
504,1,1.1510268370994123
505,1,1.1497496512856071
506,1,1.1509131327911755
507,1,1.1505331004156376
508,1,1.1476964064981459
509,1,1.146826553967956
510,1,1.146713924212308
511,1,1.1459936063521927
512,1,1.1463658568656439
513,1,1.1451732875104912
514,1,1.1449941776589023
515,1,1.1434123899420956
516,1,1.1425742574257425
517,1,1.1420275637272743
518,1,1.140085713609206
519,1,1.148886745280233
520,1,1.1483501799946552
521,1,1.1479181225021788
522,1,1.1461160922376683
523,1,1.1451411675903147
524,1,1.143593146247219
525,1,1.1445886500483573
526,1,1.1434021762404376
527,1,1.1433614281715547
528,1,1.1422649682121981
529,1,1.1419686065268644
530,1,1.1656076097304242
531,1,1.1706414235863425
532,1,1.169597395250026
533,1,1.1691072726084433
534,1,1.168214432419774
535,1,1.1717747465112984
536,1,1.1695571271917256
537,1,1.1685353822442135
538,1,1.1669566607906368
539,1,1.16644798144028
540,1,1.1660998917111538
541,1,1.166039110895178
542,1,1.1646895234775492
543,1,1.1640580061154673
544,1,1.1629707105071383
545,1,1.160999167485996
546,1,1.160572157557831
547,1,1.1595345345345347
548,1,1.1594865719983807
549,1,1.1586119118032419
550,1,1.1565896104866116
551,1,1.1561770866722823
552,1,1.1560004767012275
553,1,1.155974707005445
554,1,1.1551799114659411
555,1,1.154090138483397
556,1,1.1533303200278608
557,1,1.1529137442863224
558,1,1.153622952698132
559,1,1.1523857669472293
560,1,1.1518054532056006
561,1,1.1502198949799227
562,1,1.149319771604825
563,1,1.148999394684227
564,1,1.139044060724787
565,1,1.1377860338215606
566,1,1.1377347483758293
567,1,1.1374496799791478
568,1,1.1375024873821886
569,1,1.135235978247926
570,1,1.133140397103077
571,1,1.1314126854708653
572,1,1.131606723582081
573,1,1.1314008519541565
574,1,1.1305458461384346
575,1,1.1293865523707474
576,1,1.1296110029176565
577,1,1.1293052759118365
578,1,1.1284401058713038
579,1,1.128803674117434
580,1,1.1281422005333939
581,1,1.1302553867603709
582,1,1.133866945482547
583,1,1.133558987377477
584,1,1.1339912195774553
585,1,1.1394499861214078
586,1,1.1389505659675818
587,1,1.1372227822580645
588,1,1.1457045681521367
589,1,1.1456885107094699
590,1,1.1452464452175968
591,1,1.1451057140775132
592,1,1.1453463589768471
593,1,1.1439235541117314
594,1,1.14458288228034
595,1,1.1446349110206386
596,1,1.1440711469244493
597,1,1.1433473449429528
598,1,1.1418472993290705
599,1,1.140563512224475
600,1,1.139923959563416
601,1,1.1400485040056678
602,1,1.1395246029856838
603,1,1.1386481567008069
604,1,1.142717716191212
605,1,1.1416992544281017
606,1,1.1411016019310949
607,1,1.1408164779356718
608,1,1.140720245848943
609,1,1.1393991525907805
610,1,1.1392090653383726
611,1,1.1377939049863424
612,1,1.137689517409692
613,1,1.140452175770481
614,1,1.1402481932452218
615,1,1.1402963440702927
616,1,1.1392673910013473
617,1,1.1396776160555688
618,1,1.1392530790623758
619,1,1.138825584049165
620,1,1.1393424762458153
621,1,1.138840974528616
622,1,1.137392094203447
623,1,1.1375316482715365
624,1,1.1363636363636365
625,1,1.1358016604712857
626,1,1.1355165243320298
627,1,1.1348244563319418
628,1,1.1339020759430998
629,1,1.1328865520123044
630,1,1.1322421121332065
631,1,1.1317780171015583
632,1,1.1310011562640687
633,1,1.1294012719094153
634,1,1.1286783686112545
635,1,1.131163473235031
636,1,1.1296133370152264
637,1,1.1289381376528602
638,1,1.1288654677940382
639,1,1.1276669851444494
640,1,1.1292858486865394
641,1,1.1287681357962547
642,1,1.1282703777335983
643,1,1.1274171983523829
644,1,1.1268749524123753
645,1,1.1264500351619668
646,1,1.1260099435729138
647,1,1.1257231372301078
648,1,1.1297886018984231
649,1,1.1295040825259073
650,1,1.1285524718726614
651,1,1.1286639169946693
652,1,1.1287659537067845
653,1,1.1288961660189394
654,1,1.1296051868410244
655,1,1.1296461632442083
656,1,1.128364777515222
657,1,1.1285158751229873
658,1,1.1295629258860769
659,1,1.1296159492794957
660,1,1.1300808447245232
661,1,1.1298942359199233
662,1,1.1297922800639906
663,1,1.1295218191769916
664,1,1.1297713720784186
665,1,1.1302873538234142
666,1,1.1395154967289676
667,1,1.138642045595188
668,1,1.1384876805437554
669,1,1.1385263625455364
670,1,1.1376269975455096
671,1,1.1399990156511468
672,1,1.142618567398225
673,1,1.1421771294671885
674,1,1.1433141708444161
675,1,1.1464230925865253
676,1,1.1534148718716486
677,1,1.1558648705522838
678,1,1.1543062747139348
679,1,1.1526896090878718
680,1,1.1535813194446551
681,1,1.1527927000892817
682,1,1.1522743210891593
683,1,1.1524293560503294
684,1,1.1518863833477884
685,1,1.1513370608422084
686,1,1.1513928429853328
687,1,1.1518644738380197
688,1,1.1508901673233354
689,1,1.1502393717164834
690,1,1.1491508935685149
691,1,1.1485686860767719
692,1,1.1482487644200585
693,1,1.1476043276661514
694,1,1.147220151636192
695,1,1.1508090653271696
696,1,1.149401470570823
697,1,1.1514261311077156
698,1,1.1509959065863526
699,1,1.149205245936402
700,1,1.148272739034804
701,1,1.1488989473807805
702,1,1.1508269186799787
703,1,1.1499533288661694
704,1,1.1491398251601141
705,1,1.148670344747059
706,1,1.1475925915130034
707,1,1.146882459102288
708,1,1.1458569510089471
709,1,1.144525344097598
710,1,1.1438504997827033
711,1,1.1428918548345106
712,1,1.1424296344225169
713,1,1.1417823690109072
714,1,1.1407336991746964
715,1,1.1398617896002716
716,1,1.1393841865544045
717,1,1.1389279664666532
718,1,1.1396657018854828
719,1,1.1395946069889022
720,1,1.1380411273988122
721,1,1.1382127771533812
722,1,1.1378114483885526
723,1,1.1375538311819886
724,1,1.136557950775755
725,1,1.1357684512558923
726,1,1.1348614542260227
727,1,1.1349052210751076
728,1,1.1344455571095042
729,1,1.1338678183884396
730,1,1.1330771364050554
731,1,1.132473377264028
732,1,1.13311408770766
733,1,1.1329471291339739
734,1,1.1311886064904726
735,1,1.1303357836591845
736,1,1.1297039406252545
737,1,1.1290403997913545
738,1,1.128952243750543
739,1,1.128704831506293
740,1,1.129185799081644
741,1,1.1291103394046917
742,1,1.1285489047177089
743,1,1.1277303275415813
744,1,1.1279527504136013
745,1,1.127164811280008
746,1,1.126645286296519
747,1,1.1259701724967395
748,1,1.1252902810031222
749,1,1.1251113868600982
750,1,1.1241935886310899
751,1,1.1233714989824033
752,1,1.1237945504268205
753,1,1.1228842257157625
754,1,1.1238281379401729
755,1,1.1237690673875267
756,1,1.1231837132850369
757,1,1.1223153051002324
758,1,1.1214490881354535
759,1,1.120985104793708
760,1,1.1202299708147725
761,1,1.1201687925577826
762,1,1.1203408113983453
763,1,1.1203086732250604
764,1,1.1196396159986004
765,1,1.1192776316544168
766,1,1.1187330484656985
767,1,1.1180767553423463
768,1,1.1169231271670323
769,1,1.1165983183039454
770,1,1.1157616268173904
771,1,1.1146820715186527
772,1,1.1143691835728107
773,1,1.114267993098797
774,1,1.1139815779151394
775,1,1.1134924474401837
776,1,1.1130187833730165
777,1,1.1122645706658758
778,1,1.1120931711497108
779,1,1.111311476733514
780,1,1.1102242217545897
781,1,1.109417025914135
782,1,1.1091262177588945
783,1,1.1095347034669942
784,1,1.1091103000680633
785,1,1.1090696777511142
786,1,1.1088420990651253
787,1,1.1091220944078304
788,1,1.1086842027873502
789,1,1.1076021174981914
790,1,1.1070957073704142
791,1,1.106719999573621
792,1,1.1060209598292121
793,1,1.104326740483216
794,1,1.1037896512756848
795,1,1.1028749456907605
796,1,1.1032294293403404
797,1,1.1028185788011116
798,1,1.102821583567165
799,1,1.1024787273399925
800,1,1.102651753306106
801,1,1.1009290406943024
802,1,1.1005423687738884
803,1,1.0999331779413546
804,1,1.0998574891802209
805,1,1.0998252368500585
806,1,1.0997901284182932
807,1,1.0997723794096568
808,1,1.0991691319947128
809,1,1.0992121526631127
810,1,1.0989672955085343
811,1,1.0989701408922654
812,1,1.098748734476904
813,1,1.0989901736733936
814,1,1.098921201731095
815,1,1.098944156814394
816,1,1.0986572836618778
817,1,1.0984596522805232
818,1,1.098047596831743
819,1,1.0979507524153613
820,1,1.0979855077369312
821,1,1.0978459424717277
822,1,1.09793496666658
823,1,1.098489771516207
824,1,1.0984642804253562
825,1,1.0984388146209219
826,1,1.0984333309108276
827,1,1.0983937774112142
828,1,1.0993369243450897
829,1,1.099490410547232
830,1,1.0998091004929196
831,1,1.099780199296327
832,1,1.0994668232652354
833,1,1.0992903217466616
834,1,1.099088485149129
835,1,1.0985323648903276
836,1,1.0989634952097787
837,1,1.0988359045921539
838,1,1.098861433109195
839,1,1.098821807386639
840,1,1.0987058141780954
841,1,1.0987370956287248
842,1,1.09961323238973
843,1,1.0991493272138284
844,1,1.098210921097493
845,1,1.0971289318479687
846,1,1.0966106853049564
847,1,1.0960038015236753
848,1,1.095037632351065
849,1,1.0944700460829493
850,1,1.0937977390772993
851,1,1.093374375151045
852,1,1.0926573426573427
853,1,1.0921858696231679
854,1,1.091579569404323
855,1,1.090830789497017
856,1,1.0902437357803922
857,1,1.0898286870219356
858,1,1.0889136369260917
859,1,1.0887725691903105
860,1,1.0878441731275268
861,1,1.0871125053184927
862,1,1.0861530570682918
863,1,1.0856732329550307
864,1,1.0848621091084258
865,1,1.0844361107699094
866,1,1.0836335776182595
867,1,1.083323325727553
868,1,1.0830703995759725
869,1,1.0825771030196758
870,1,1.0820064032021002
871,1,1.0813936966064979
872,1,1.081097238967328
873,1,1.0807689339914524
874,1,1.0806427137466013
875,1,1.0804521689841113
876,1,1.0800767082997982
877,1,1.0797688549982127
878,1,1.0798916387163355
879,1,1.0792712998094236
880,1,1.0792026235745211
881,1,1.0791126470813952
882,1,1.0788492604402973
883,1,1.0783676435331309
884,1,1.0781478087541156
885,1,1.077789925983696
886,1,1.077517640066195
887,1,1.0776706928305684
888,1,1.0770723729581682
889,1,1.0773473860474279
890,1,1.0766600661689645
891,1,1.076344508897847
892,1,1.0757414291817882
893,1,1.075247714209314
894,1,1.0752029031704387
895,1,1.0750685549186776
896,1,1.0749238320091696
897,1,1.0751240151021748
898,1,1.0748320957146178
899,1,1.074593146076207
900,1,1.0745619394413355
901,1,1.0742473674956532
902,1,1.0739254035455887
903,1,1.0736248677171267
904,1,1.073814050997026
905,1,1.0735060556751859
906,1,1.0739147590816311
907,1,1.0746958637469586
908,1,1.0748581936350103
909,1,1.0753028165588363
910,1,1.0742450774899146
911,1,1.07347154633273
912,1,1.0734202996944862
913,1,1.0736471078101473
914,1,1.072573959992363
915,1,1.0713277466647686
916,1,1.0719847265679614
917,1,1.0713821287007115
918,1,1.0708481194041335
919,1,1.07014144499108
920,1,1.0704030908907882
921,1,1.069345973741323
922,1,1.0682413193449138
923,1,1.0670928041596108
924,1,1.066430317498892
925,1,1.0661701681872726
926,1,1.0658875536215195
927,1,1.0654862796651872
928,1,1.0652754416474233
929,1,1.0651255665750967
930,1,1.0643772752605802
931,1,1.0630439517771064
932,1,1.0622850953739045
933,1,1.062049798650105
934,1,1.0617220394698001
935,1,1.061424829506572
936,1,1.060562852489848
937,1,1.060227117510468
938,1,1.0610104547658386
939,1,1.0604603479532646
940,1,1.061541712648806
941,1,1.0610658024940323
942,1,1.0606443994601888
943,1,1.0594771624071584
944,1,1.05840746000897
945,1,1.0582615841473209
946,1,1.0574806967809318
947,1,1.05716076158439
948,1,1.056821620615005
949,1,1.0564412212106975
950,1,1.0561694333781153
951,1,1.0540401012137781
952,1,1.0534251929352287
953,1,1.052770192534272
954,1,1.052097155714533
955,1,1.0508054408728988
956,1,1.0503224856020883
957,1,1.0505636974689398
958,1,1.0501565236578267
959,1,1.0496301500061986
960,1,1.0491258813437252
961,1,1.0485504523248674
962,1,1.0483529317471403
963,1,1.04788946367736
964,1,1.0474507535838955
965,1,1.0466437577865093
966,1,1.0456018191512146
967,1,1.0453064783051103
968,1,1.045055210034714
969,1,1.0443270952437218
970,1,1.0437901523234432
971,1,1.0421291053227633
972,1,1.0414309890766265
973,1,1.0413910542133935
974,1,1.04108759417696
975,1,1.0405049688683803
976,1,1.0393023533628
977,1,1.0389973023000256
978,1,1.0381836620427731
979,1,1.0369755068136408
980,1,1.0366355668518896
981,1,1.0365191967929115
982,1,1.0370055009691117
983,1,1.036668510130468
984,1,1.0362114748340652
985,1,1.0357969087027952
986,1,1.0357276903004415
987,1,1.0351962252611984
988,1,1.035682678953974
989,1,1.0357590924183238
990,1,1.0343164599441284
991,1,1.034570106790033
992,1,1.034148204227619
993,1,1.0336873500156216
994,1,1.0330134909304205
995,1,1.03251687321427
996,1,1.0325207565187404
997,1,1.032257779486058
998,1,1.0314964973247283
999,1,1.0309505597816861
1000,1,1.0307302566361933
1001,1,1.030635026178702
1002,1,1.0303018302543083
1003,1,1.0302843831040394
1004,1,1.0301420893214461
1005,1,1.029821361550263
1006,1,1.029207659199393
1007,1,1.0290144381944917
1008,1,1.0286052087096458
1009,1,1.0284148844455532
1010,1,1.028106234000739
1011,1,1.0277368818834343
1012,1,1.0278886028183407
1013,1,1.0278674533377863
1014,1,1.0278325901860956
1015,1,1.0274405251991934
1016,1,1.0269107175103507
1017,1,1.0266869018059426
1018,1,1.0264968296806212
1019,1,1.0263225901724076
1020,1,1.0258357014251935
1021,1,1.0255532047724751
1022,1,1.0267442640620028
1023,1,1.0263840830449826
1024,1,1.025926910270289
1025,1,1.0258248711779925
1026,1,1.0250790596539063
1027,1,1.0249864707822798
1028,1,1.0244061093891688
1029,1,1.0238136736577776
1030,1,1.0226130437397438
1031,1,1.0225879655373042
1032,1,1.0222404335243374
1033,1,1.0220906223667818
1034,1,1.0223472424261253
1035,1,1.0216987936078552
1036,1,1.0221082506528532
1037,1,1.021945865298087
1038,1,1.021827325495692
1039,1,1.0217743640335424
1040,1,1.020571289718192
1041,1,1.0203168733571621
1042,1,1.0200671388095952
1043,1,1.0193081716877268
1044,1,1.0184211923342357
1045,1,1.0180237489397794
1046,1,1.0165388587002522
1047,1,1.0165533637636588
1048,1,1.0162348161878936
1049,1,1.0160132990015187
1050,1,1.0148420384556185
1051,1,1.0149717817621073
1052,1,1.0157573971348275
1053,1,1.0152946099800852
1054,1,1.0159578490937051
1055,1,1.0152273614159055
1056,1,1.015840148215835
1057,1,1.0154187005404818
1058,1,1.0155864158777195
1059,1,1.0155478982319388
1060,1,1.0168302213051932
1061,1,1.01853687032536
1062,1,1.018151192533558
1063,1,1.018076693166931
1064,1,1.019711650517764
1065,1,1.0219163217664435
1066,1,1.0223598382665364
1067,1,1.0253005674214997
1068,1,1.0254241329195148
1069,1,1.025654830807333
1070,1,1.0275035056731927
1071,1,1.0276986904796341
1072,1,1.0285891216843843
1073,1,1.0285346731016227
1074,1,1.028875627093313
1075,1,1.027745004131535
1076,1,1.0274359263859094
1077,1,1.0264957685494982
1078,1,1.0261064086070848
1079,1,1.0254941277570897
1080,1,1.025338134730698
1081,1,1.0256860538959938
1082,1,1.0252028176252492
1083,1,1.0253871432384143
1084,1,1.0246506317830957
1085,1,1.0246930902864626
1086,1,1.0250796178343948
